,Symbol,Name,Industry,IndustryCode
422,DSEY,Diversey Holdings Ltd,화학,511010
423,TGTX,TG Therapeutics Inc,생명과학 및 메디컬 리서치,562020
424,SAIA,Saia Inc,화물 및 물류 서비스,524050
425,IONS,Ionis Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
426,BEAM,Beam Therapeutics Inc,생명과학 및 메디컬 리서치,562020
427,HELE,Helen of Troy Ltd,가정용품,532040
428,CHX,ChampionX Corp,오일 및 가스 장비 및 서비스,501030
429,YY,JOYY Inc ADR,소프트웨어 및 IT서비스,572010
430,KRNT,Kornit Digital Ltd,"건설장비 및 대형차, 기차, 배",521020
431,LANC,Lancaster Colony Corp,식품 및 담배,541020
432,IRDM,Iridium Communications Inc,통신 서비스,574010
433,VLY,Valley National Bancorp,은행,551010
434,SDGR,Schrodinger Inc,소프트웨어 및 IT서비스,572010
435,ESGR,Enstar Group Ltd,보험,553010
436,CHK,Chesapeake Energy Corp,오일 및 가스,501020
437,RPD,Rapid7 Inc,소프트웨어 및 IT서비스,572010
438,PPC,Pilgrims Pride Corp,식품 및 담배,541020
439,NTLA,Intellia Therapeutics Inc,생명과학 및 메디컬 리서치,562020
440,IBRX,Immunitybio Inc,생명과학 및 메디컬 리서치,562020
441,LEGN,Legend Biotech Corp ADR,생명과학 및 메디컬 리서치,562020
442,SHLS,Shoals Technologies Group Inc Class A,재생에너지,502010
443,SYNA,Synaptics Inc,"컴퓨터, 전화 및 가전제품",571060
444,WEN,Wendys Co,호텔 및 엔터테인먼트,533010
445,NEO,Neogenomics Inc,헬스케어 업체 및 서비스,561020
446,GBCI,Glacier Bancorp Inc,은행,551010
447,EXPI,eXp World Holdings Inc,부동산 운영 관리,601010
448,WOOF,Petco Health and Wellness Company Inc Class A,전문품 상점,534030
449,BLDP,Ballard Power Systems Inc,재생에너지,502010
450,LPRO,Open Lending Corp Class A,전문 및 상업 서비스,522030
451,OCDX,Ortho Clinical Diagnostics Holdings PLC,헬스케어 장비 및 용품,561010
452,JOBS,51job Inc ADR,전문 및 상업 서비스,522030
453,ALGM,Allegro Microsystems Inc,반도체 및 반도체 장비,571010
454,ALHC,Alignment Healthcare Inc,헬스케어 업체 및 서비스,561020
455,CIGI,Colliers International Group Inc,부동산 운영 관리,601010
456,RETA,Reata Pharmaceuticals Inc Class A,생명과학 및 메디컬 리서치,562020
457,INOV,Inovalon Holdings Inc Class A,소프트웨어 및 IT서비스,572010
458,OZK,Bank Ozk,은행,551010
459,LAWS,Lawson Products Inc,"건설장비 및 대형차, 기차, 배",521020
460,ALLK,Allakos Inc,생명과학 및 메디컬 리서치,562020
461,CLOV,Clover Health Investments Corp Class A,헬스케어 장비 및 용품,561010
462,FEYE,FireEye Inc,소프트웨어 및 IT서비스,572010
463,DISCA,Discovery Inc Series A,미디어 및 출판,533020
464,QRTEA,Qurate Retail Inc Series A,다양한 소매업,534020
465,LBTYA,Liberty Global PLC Class A,미디어 및 출판,533020
466,APPF,Appfolio Inc Class A,소프트웨어 및 IT서비스,572010
467,QDEL,Quidel Corp,헬스케어 장비 및 용품,561010
468,LESL,Leslie's Inc,레저 상품,532050
469,APLS,Apellis Pharmaceuticals Inc,제약,562010
470,GLPG,Galapagos NV ADR,생명과학 및 메디컬 리서치,562020
471,EVBG,Everbridge Inc,소프트웨어 및 IT서비스,572010
472,ALTR,Altair Engineering Inc Class A,소프트웨어 및 IT서비스,572010
473,BPMC,Blueprint Medicines Corp,생명과학 및 메디컬 리서치,562020
474,DRVN,Driven Brands Holdings Inc,"개인, 가정 용품 및 서비스",542010
475,ROLL,RBC Bearings Inc,"건설장비 및 대형차, 기차, 배",521020
476,NEOG,Neogen Corp,헬스케어 장비 및 용품,561010
477,CELH,Celsius Holdings Inc,음료,541010
478,PRVA,Privia Health Group Inc,헬스케어 업체 및 서비스,561020
479,POWI,Power Integrations Inc,반도체 및 반도체 장비,571010
480,SPT,Sprout Social Inc Class A,소프트웨어 및 IT서비스,572010
481,NWS,News Corp Class B,미디어 및 출판,533020
482,PACW,PacWest Bancorp,은행,551010
483,UBSI,United Bankshares Inc,은행,551010
484,GT,Goodyear Tire & Rubber Co,자동차 및 자동차 부품,531010
485,AMRS,Amyris Inc,화학,511010
486,GRFS,Grifols SA ADR,제약,562010
487,ONEM,1Life Healthcare Inc,헬스케어 업체 및 서비스,561020
488,HLNE,Hamilton Lane Inc Class A,투자은행 및 서비스,551020
489,API,Agora Inc ADR,소프트웨어 및 IT서비스,572010
490,TENB,Tenable Holdings Inc,소프트웨어 및 IT서비스,572010
491,RRR,Red Rock Resorts Inc Class A,호텔 및 엔터테인먼트,533010
492,CDNA,CareDx Inc,생명과학 및 메디컬 리서치,562020
493,NARI,Inari Medical Inc,헬스케어 장비 및 용품,561010
494,ENSG,Ensign Group Inc,헬스케어 업체 및 서비스,561020
495,CRUS,Cirrus Logic Inc,반도체 및 반도체 장비,571010
496,PDCE,PDC Energy Inc,오일 및 가스,501020
497,EXPO,Exponent Inc,전문 및 상업 서비스,522030
498,SLGN,Silgan Holdings Inc,용기 및 포장,513020
499,NOVT,Novanta Inc,전자 장비 및 부품,571040
500,ACIW,ACI Worldwide Inc,소프트웨어 및 IT서비스,572010
501,SIGI,Selective Insurance Group Inc,보험,553010
502,ZY,Zymergen Inc,"개인, 가정 용품 및 서비스",542010
503,TTEC,TTEC Holdings Inc,소프트웨어 및 IT서비스,572010
504,SABR,Sabre Corp,소프트웨어 및 IT서비스,572010
505,CCMP,CMC Materials Inc,반도체 및 반도체 장비,571010
506,BIGC,Bigcommerce Holdings Inc Series 1,소프트웨어 및 IT서비스,572010
507,SPWR,SunPower Corp,재생에너지,502010
508,FROG,Jfrog Ltd,소프트웨어 및 IT서비스,572010
509,UFPI,Ufp Industries Inc,종이 및 임산물,513010
510,LSXMA,Liberty Media Corp Series A,미디어 및 출판,533020
511,GSHD,Goosehead Insurance Inc Class A,보험,553010
512,HCM,HUTCHMED (China) Ltd ADR,제약,562010
513,ICUI,ICU Medical Inc,헬스케어 장비 및 용품,561010
514,WING,Wingstop Inc,호텔 및 엔터테인먼트,533010
515,FTDR,Frontdoor Inc,"개인, 가정 용품 및 서비스",542010
516,ITRI,Itron Inc,"건설장비 및 대형차, 기차, 배",521020
517,UMBF,UMB Financial Corp,은행,551010
518,FIZZ,National Beverage Corp,음료,541010
519,KOD,Kodiak Sciences Inc,생명과학 및 메디컬 리서치,562020
520,ABCM,Abcam PLC ADR,제약,562010
521,LPSN,LivePerson Inc,소프트웨어 및 IT서비스,572010
522,WTFC,Wintrust Financial Corp,은행,551010
523,CERT,Certara Inc,소프트웨어 및 IT서비스,572010
524,SANA,Sana Biotechnology Inc,생명과학 및 메디컬 리서치,562020
525,BCPC,Balchem Corp,식품 및 담배,541020
526,TRUP,Trupanion Inc,보험,553010
527,PINC,Premier Inc Class A,헬스케어 업체 및 서비스,561020
528,ACAD,ACADIA Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
529,LBRDA,Liberty Broadband Corp Series A,미디어 및 출판,533020
530,QLYS,Qualys Inc,소프트웨어 및 IT서비스,572010
531,ALRM,Alarm.com Holdings Inc,소프트웨어 및 IT서비스,572010
532,CRNC,Cerence Inc,소프트웨어 및 IT서비스,572010
533,SONO,Sonos Inc,"컴퓨터, 전화 및 가전제품",571060
534,SMTC,Semtech Corp,반도체 및 반도체 장비,571010
535,COMM,CommScope Holding Company Inc,커뮤니케이션 및 네트워킹,571020
536,ARNA,Arena Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
537,TIGR,UP Fintech Holding Ltd ADR,투자은행 및 서비스,551020
538,ULCC,Frontier Group Holdings Inc,화물 및 물류 서비스,524050
539,TIGO,Millicom International Cellular SA,통신 서비스,574010
540,AY,Atlantica Sustainable Infrastructure PLC,전기 유틸리티,591010
541,LOPE,Grand Canyon Education Inc,교육서비스,631010
542,MTSI,MACOM Technology Solutions Holdings Inc,반도체 및 반도체 장비,571010
543,HAIN,Hain Celestial Group Inc,식품 및 담배,541020
544,LIVN,LivaNova PLC,헬스케어 장비 및 용품,561010
545,ANAT,American National Group Inc,보험,553010
546,PPBI,Pacific Premier Bancorp Inc,은행,551010
547,RXT,Rackspace Technology Inc,소프트웨어 및 IT서비스,572010
548,AEIS,Advanced Energy Industries Inc,반도체 및 반도체 장비,571010
549,TPTX,Turning Point Therapeutics Inc,생명과학 및 메디컬 리서치,562020
550,HOMB,Home BancShares Inc,은행,551010
551,EBC,Eastern Bankshares Inc,은행,551010
552,KRTX,Karuna Therapeutics Inc,생명과학 및 메디컬 리서치,562020
553,LYEL,Lyell Immunopharma Inc,생명과학 및 메디컬 리서치,562020
554,SWTX,SpringWorks Therapeutics Inc,생명과학 및 메디컬 리서치,562020
555,ALKS,Alkermes Plc,생명과학 및 메디컬 리서치,562020
556,VIAV,Viavi Solutions Inc,커뮤니케이션 및 네트워킹,571020
557,UMPQ,Umpqua Holdings Corp,은행,551010
558,VICR,Vicor Corp,"건설장비 및 대형차, 기차, 배",521020
559,AIMC,Altra Industrial Motion Corp,"건설장비 및 대형차, 기차, 배",521020
560,ARVN,Arvinas Inc,생명과학 및 메디컬 리서치,562020
561,SGRY,Surgery Partners Inc,헬스케어 업체 및 서비스,561020
562,AVT,Avnet Inc,전자 장비 및 부품,571040
563,CDLX,Cardlytics Inc,미디어 및 출판,533020
564,EYE,National Vision Holdings Inc,전문품 상점,534030
565,FOCS,Focus Financial Partners Inc Class A,투자은행 및 서비스,551020
566,JAMF,Jamf Holding Corp,소프트웨어 및 IT서비스,572010
567,LGIH,LGI Homes Inc,주택건설,532030
568,NEGG,Newegg Commerce Inc,헬스케어 장비 및 용품,561010
569,MGNI,Magnite Inc,소프트웨어 및 IT서비스,572010
570,IOVA,Iovance Biotherapeutics Inc,생명과학 및 메디컬 리서치,562020
571,MRCY,Mercury Systems Inc,우주항공 및 국방,521010
572,SBRA,Sabra Health Care REIT Inc,주택 및 상업용 리츠,601020
573,HWC,Hancock Whitney Corp,은행,551010
574,COKE,Coca-Cola Consolidated Inc,음료,541010
575,BHF,Brighthouse Financial Inc,보험,553010
576,OSTK,Overstock.com Inc,소프트웨어 및 IT서비스,572010
577,AGIO,Agios Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
578,BLKB,Blackbaud Inc,소프트웨어 및 IT서비스,572010
579,ACVA,ACV Auctions Inc Class A,소프트웨어 및 IT서비스,572010
580,OPCH,Option Care Health Inc,헬스케어 업체 및 서비스,561020
581,VG,Vonage Holdings Corp,통신 서비스,574010
582,CCOI,Cogent Communications Holdings Inc,통신 서비스,574010
583,ADV,Advantage Solutions Inc Class A,미디어 및 출판,533020
584,STMP,Stamps.Com Inc,소프트웨어 및 IT서비스,572010
585,URBN,Urban Outfitters Inc,전문품 상점,534030
586,BECN,Beacon Roofing Supply Inc,주택건설,532030
587,GOCO,Gohealth Inc Class A,보험,553010
588,IHRT,iHeartMedia Inc Class A,미디어 및 출판,533020
589,FRHC,Freedom Holding Corp,투자은행 및 서비스,551020
590,OLK,Olink Holding AB (publ) ADR,사무기기,571050
591,CVLT,Commvault Systems Inc,소프트웨어 및 IT서비스,572010
592,AHCO,Adapthealth Corp Class A,헬스케어 장비 및 용품,561010
593,RCII,Rent-A-Center Inc,전문품 상점,534030
594,VNET,21Vianet Group Inc ADR,소프트웨어 및 IT서비스,572010
595,KNSL,Kinsale Capital Group Inc,보험,553010
596,FELE,Franklin Electric Co Inc,"건설장비 및 대형차, 기차, 배",521020
597,MANT,ManTech International Corp Class A,소프트웨어 및 IT서비스,572010
598,AMBA,Ambarella Inc,반도체 및 반도체 장비,571010
599,SWIM,Latham Group Inc,화학,511010
600,ASO,Academy Sports & Outdoors Inc,전문품 상점,534030
601,EXLS,Exlservice Holdings Inc,전문 및 상업 서비스,522030
602,SPSC,SPS Commerce Inc,소프트웨어 및 IT서비스,572010
603,FHB,First Hawaiian Inc,은행,551010
604,ITCI,Intra-Cellular Therapies Inc,생명과학 및 메디컬 리서치,562020
605,FLYW,Flywire Corp,전문 및 상업 서비스,522030
606,ABCB,Ameris Bancorp,은행,551010
607,POSH,Poshmark Inc Class A,소프트웨어 및 IT서비스,572010
608,SAFM,Sanderson Farms Inc,식품 및 담배,541020
609,SHOO,Steven Madden Ltd,섬유 및 의류,532020
610,MIME,Mimecast Ltd,소프트웨어 및 IT서비스,572010
611,SSRM,SSR Mining Inc,메탈&마이닝,512010
612,ALLO,Allogene Therapeutics Inc,생명과학 및 메디컬 리서치,562020
613,NSIT,Insight Enterprises Inc,"컴퓨터, 전화 및 가전제품",571060
614,ALGT,Allegiant Travel Co,운송업,524060
615,INMD,Inmode Ltd,헬스케어 장비 및 용품,561010
616,PCH,PotlatchDeltic Corp,주택 및 상업용 리츠,601020
617,CVET,Covetrus Inc,헬스케어 장비 및 용품,561010
618,SDC,SmileDirectClub Inc Class A,헬스케어 장비 및 용품,561010
619,PZZA,Papa John's International Inc,호텔 및 엔터테인먼트,533010
620,SMPL,Simply Good Foods Co,식품 및 담배,541020
621,NUVA,NuVasive Inc,헬스케어 장비 및 용품,561010
622,ISBC,Investors Bancorp Inc,은행,551010
623,CBRL,Cracker Barrel Old Country Store Inc,호텔 및 엔터테인먼트,533010
624,ATRC,AtriCure Inc,헬스케어 장비 및 용품,561010
625,VSAT,ViaSat Inc,커뮤니케이션 및 네트워킹,571020
626,WDFC,WD-40 Co,"개인, 가정 용품 및 서비스",542010
627,CSOD,Cornerstone OnDemand Inc,소프트웨어 및 IT서비스,572010
628,MMSI,Merit Medical Systems Inc,헬스케어 장비 및 용품,561010
629,KLIC,Kulicke and Soffa Industries Inc,반도체 및 반도체 장비,571010
630,DIOD,Diodes Inc,반도체 및 반도체 장비,571010
631,PDCO,Patterson Companies Inc,헬스케어 장비 및 용품,561010
632,SAGE,SAGE Therapeutics Inc,생명과학 및 메디컬 리서치,562020
633,BAND,Bandwidth Inc Class A,통신 서비스,574010
634,FCFS,FirstCash Inc,은행,551010
635,GO,Grocery Outlet Holding Corp,식품 및 약품소매,543010
636,INSM,Insmed Inc,생명과학 및 메디컬 리서치,562020
637,NAVI,Navient Corp,은행,551010
638,JJSF,J & J Snack Foods Corp,식품 및 담배,541020
639,PSEC,Prospect Capital Corp,다양한 금융서비스,555010
640,RLAY,Relay Therapeutics Inc,생명과학 및 메디컬 리서치,562020
641,KTOS,Kratos Defense and Security Solutions Inc,우주항공 및 국방,521010
642,SFM,Sprouts Farmers Market Inc,식품 및 약품소매,543010
643,BLI,Berkeley Lights Inc,헬스케어 장비 및 용품,561010
644,STEP,StepStone Group Inc Class A,투자은행 및 서비스,551020
645,CWST,Casella Waste Systems Inc Class A,전문 및 상업 서비스,522030
646,MNTV,Momentive Global Inc,소프트웨어 및 IT서비스,572010
647,VC,Visteon Corp,자동차 및 자동차 부품,531010
648,AAON,Aaon Inc,"건설장비 및 대형차, 기차, 배",521020
649,SAVA,Cassava Sciences Inc,생명과학 및 메디컬 리서치,562020
650,DORM,Dorman Products Inc,자동차 및 자동차 부품,531010
651,TCBI,Texas Capital Bancshares Inc,은행,551010
652,PTCT,PTC Therapeutics Inc,생명과학 및 메디컬 리서치,562020
653,INNV,InnovAge Holding Corp,헬스케어 업체 및 서비스,561020
654,IBTX,Independent Bank Group Inc,은행,551010
655,CRON,Cronos Group Inc,제약,562010
656,NWE,NorthWestern Corp,전기 유틸리티,591010
657,NKTR,Nektar Therapeutics,생명과학 및 메디컬 리서치,562020
658,ACCD,Accolade Inc,헬스케어 업체 및 서비스,561020
659,SFNC,Simmons First National Corp Class A,은행,551010
660,VERX,Vertex Inc Class A,소프트웨어 및 IT서비스,572010
661,CATY,Cathay General Bancorp,은행,551010
662,MOMO,Momo Inc ADR,소프트웨어 및 IT서비스,572010
663,TWOU,2U Inc,소프트웨어 및 IT서비스,572010
664,REGI,Renewable Energy Group Inc,재생에너지,502010
665,MMYT,MakeMyTrip Ltd,호텔 및 엔터테인먼트,533010
666,MAPS,WM Technology Inc Class A,소프트웨어 및 IT서비스,572010
667,MVIS,MicroVision Inc,전자 장비 및 부품,571040
668,ALKT,Alkami Technology Inc,소프트웨어 및 IT서비스,572010
669,ATAI,ATAI Life Sciences NV,생명과학 및 메디컬 리서치,562020
670,CRSR,Corsair Gaming Inc,"컴퓨터, 전화 및 가전제품",571060
671,AMEH,Apollo Medical Holdings Inc,헬스케어 업체 및 서비스,561020
672,ONB,Old National Bancorp,은행,551010
673,VRNT,Verint Systems Inc,소프트웨어 및 IT서비스,572010
674,VEON,VEON Ltd ADR,통신 서비스,574010
675,BBBY,Bed Bath & Beyond Inc,전문품 상점,534030
676,LAUR,Laureate Education Inc Class A,교육서비스,631010
677,NSTG,NanoString Technologies Inc,헬스케어 장비 및 용품,561010
678,WERN,Werner Enterprises Inc,화물 및 물류 서비스,524050
679,MARA,Marathon Digital Holdings Inc,핀테크,573010
680,TREE,LendingTree Inc,은행,551010
681,AXNX,Axonics Inc,헬스케어 장비 및 용품,561010
682,BNR,Burning Rock Biotech Ltd ADR,헬스케어 업체 및 서비스,561020
683,VCEL,Vericel Corp,제약,562010
684,TSEM,Tower Semiconductor Ltd,반도체 및 반도체 장비,571010
685,FCEL,Fuelcell Energy Inc,재생에너지,502010
686,TASK,Taskus Inc Class A,전문 및 상업 서비스,522030
687,CARG,CarGurus Inc Class A,소프트웨어 및 IT서비스,572010
688,BCRX,BioCryst Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
689,COOP,Mr Cooper Group Inc,은행,551010
690,AUB,Atlantic Union Bankshares Corp,은행,551010
691,CVBF,CVB Financial Corp,은행,551010
692,DRNA,Dicerna Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
693,NVMI,Nova Measuring Instruments Ltd,반도체 및 반도체 장비,571010
694,BZUN,Baozun Inc ADR,소프트웨어 및 IT서비스,572010
695,CYRX,Cryoport Inc,화물 및 물류 서비스,524050
696,COLB,Columbia Banking System Inc,은행,551010
697,IBOC,International Bancshares Corp,은행,551010
698,UCBI,United Community Banks Inc,은행,551010
699,CSQ,Calamos Strategic Total Return Fund,다양한 금융서비스,555010
700,RCKT,Rocket Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
701,PSMT,PriceSmart Inc,다양한 소매업,534020
702,AVAV,AeroVironment Inc,우주항공 및 국방,521010
703,ROOT,Root Inc Class A,보험,553010
704,RIOT,Riot Blockchain Inc,핀테크,573010
705,IGMS,IGM Biosciences Inc,생명과학 및 메디컬 리서치,562020
706,BRP,BRP Group Inc Class A,보험,553010
707,DOYU,Douyu International Holdings Ltd ADR,소프트웨어 및 IT서비스,572010
